"","Parcel.Number","APN","Date.Sold","KIVA.PIN","Address.Number","Street","Street.Type","Combined.Full.Address","City","State","Longitude","Latitude","Land.Bank"
"1675","K2014-02982","46220052300000000",2015-08-01,215,"5910","ELMWOOD","AVE","5910   ELMWOOD AVE","Kansas City","Missouri",-94.53289752,39.01801926,"Yes"
"1676","K2014-02983","46220062200000000",2015-08-01,216,"5900","CYPRESS","PL","5900   CYPRESS PL","Kansas City","Missouri",-94.53384292,39.01837689,"Yes"
"1677","K2014-03057","46410052500000000",2015-08-01,2294,"6716","ASKEW","AVE","6716   ASKEW AVE","Kansas City","Missouri",-94.54528708,39.00408485,"Yes"
"1678","K2014-03062","46410102000000000",2015-08-01,2215,"6820","CLEVELAND","AVE","6820   CLEVELAND AVE","Kansas City","Missouri",-94.54307198,39.00189083,"Yes"
"1679","K2014-03063","46410112900000000",2015-08-01,2061,"3940","68TH","ST","3940  E 68TH ST","Kansas City","Missouri",-94.54060749,39.00301959,"Yes"
"1680","K2014-03070","46410210700000000",2015-08-01,2487,"6915","BALES","AVE","6915   BALES AVE","Kansas City","Missouri",-94.54595702,39.00048377,"Yes"
"1681","K2014-03076","46410290300000000",2015-08-01,2550,"4041","69TH","TER","4041  E 69TH TER","Kansas City","Missouri",-94.53877133,38.99977823,"Yes"
"1682","K2014-03077","46410290400000000",2015-08-01,2551,"4039","69TH","TER","4039  E 69TH TER","Kansas City","Missouri",-94.53894748,38.99978717,"Yes"
"1683","K2014-03080","46420031400000000",2015-08-01,2754,"3110","68TH","ST","3110  E 68TH ST","Kansas City","Missouri",-94.55010199,39.00339651,"Yes"
"1684","K2014-03084","46420051300000000",2015-08-01,2971,"6737","SOUTH BENTON","AVE","6737   SOUTH BENTON AVE","Kansas City","Missouri",-94.55278773,39.0037281,"Yes"
"1685","K2014-03091","46420133000000000",2015-08-01,2833,"6822","BELLEFONTAINE","AVE","6822   BELLEFONTAINE AVE","Kansas City","Missouri",-94.55119299,39.00237584,"Yes"
"1686","K2014-03100","46420191900000000",2015-08-01,3214,"6938","WALROND","AVE","6938   WALROND AVE","Kansas City","Missouri",-94.5501444,38.99991285,"Yes"
"1687","K2014-03105","46420220400000000",2015-08-01,3084,"2801","69TH","ST","2801  E 69TH ST","Kansas City","Missouri",-94.55420488,39.00136314,"Yes"
"1688","K2014-03110","46420310900000000",2015-08-01,3188,"7025","WALROND","AVE","7025   WALROND AVE","Kansas City","Missouri",-94.54954265,38.99852054,"Yes"
"1689","K2014-03118","46430142000000000",2015-08-01,3507,"7228","WALROND","AVE","7228   WALROND AVE","Kansas City","Missouri",-94.55039648,38.99486492,"Yes"
"1690","K2014-03131","46440080800000000",2015-08-01,4132,"7217","INDIANA","AVE","7217   INDIANA AVE","Kansas City","Missouri",-94.54735464,38.99517387,"Yes"
"1691","K2014-03132","46440081000000000",2015-08-01,4096,"7227","INDIANA","AVE","7227   INDIANA AVE","Kansas City","Missouri",-94.54737171,38.9948179,"Yes"
"1692","K2014-03154","46920031500000000",2015-08-01,4636,"2700","77TH","TER","2700  E 77TH TER","Kansas City","Missouri",-94.55625188,38.98645627,"Yes"
"1693","K2014-03156","46920130300000000",2015-08-01,4740,"3120","78TH","ST","3120  E 78TH ST","Kansas City","Missouri",-94.55070726,38.98535948,"Yes"
"1694","K2014-03158","46930091300000000",2015-08-01,4837,"8040","MONTGALL","AVE","8040   MONTGALL AVE","Kansas City","Missouri",-94.5569691,38.98018924,"Yes"
"1695","K2014-03322","48120040600000000",2015-08-01,122204,"8333","LYDIA","AVE","8333   LYDIA AVE","Kansas City","Missouri",-94.57150791,38.97598205,"Yes"
"1696","K2014-03323","48120051401000000",2015-08-01,122301,"1306","83RD","TER","1306  E 83RD TER","Kansas City","Missouri",-94.57369674,38.97594048,"Yes"
"1697","K2014-03324","48120051402000000",2015-08-01,122302,"1300","83RD","TER","1300  E 83RD TER","Kansas City","Missouri",-94.57391031,38.97594797,"Yes"
"1698","K2014-03326","48120093300000000",2015-08-01,122326,"1131","83RD","TER","1131  E 83RD TER","Kansas City","Missouri",-94.57480246,38.97553736,"Yes"
"1699","K2014-03331","48130051400000000",2015-08-01,150832,"8900","WOODLAND","AVE","8900 B  WOODLAND AVE","Kansas City","Missouri",-94.56803403,38.96557453,"Yes"
"1700","K2014-03333","48210112800000000",2015-08-01,149421,"8614","HARRISON","ST","8614   HARRISON ST","Kansas City","Missouri",-94.57805477,38.97120975,"Yes"
"1701","K2014-03367","49430041000000000",2015-08-01,55994,"9521","OAKWOOD","DR","9521   OAKWOOD DR","Kansas City","Missouri",-94.55404883,38.95244524,"Yes"
"1702","K2014-14504","28940222300000000",2015-08-01,26220,"3436","MONROE","AVE","3436   MONROE AVE","Kansas City","Missouri",-94.54084308,39.0627267,"Yes"
"1703","K2010-01438","28430412200000000",2015-08-01,16459,"2706","27TH","ST","2706  E 27TH ST","Kansas City","Missouri",-94.55080138,39.07720674,"Yes"
"1704","K2011-03235","46930310100000000",2015-08-01,5009,"8116","US 71","HWY","8116  S US 71 HWY","Kansas City","Missouri",-94.55767419,38.97860039,"Yes"
"1705","K2012-01605","28810101000000000",2015-08-01,21506,"5421","27TH","TER","5421  E 27TH TER","Kansas City","Missouri",-94.51929947,39.07509684,"Yes"
"1706","K2012-02725","31320110500000000",2015-08-01,28506,"3603","BENTON","BLVD","3603   BENTON BLVD","Kansas City","Missouri",-94.54608305,39.06039816,"Yes"
"1707","K2013-01214","28140062800000000",2015-08-01,7003,"6626","13TH","ST","6626  E 13TH ST","Kansas City","Missouri",-94.50414061,39.09579341,"Yes"
"1708","K2013-01245","28220253200000000",2015-08-01,7977,"825","VAN BRUNT","BLVD","825   VAN BRUNT BLVD","Kansas City","Missouri",-94.5255467,39.10197175,"Yes"
"1709","K2013-02597","31310080100000000",2015-08-01,27810,"3419","35TH","ST","3419  E 35TH ST","Kansas City","Missouri",-94.54304133,39.06204962,"Yes"
"1710","K2013-03022","45330061500000000",2015-08-01,52557,"6523","RICHMOND","AVE","6523   RICHMOND AVE","Kansas City","Missouri",-94.49778467,39.00497382,"Yes"
"1711","K2013-03097","46320200400000000",2015-08-01,1225,"2805","61ST","ST","2805  E 61ST ST","Kansas City","Missouri",-94.55329702,39.01552988,"Yes"
"1712","K2015-01174","28120170200000000",2016-08-01,5436,"801","FULLER","AVE","801   FULLER AVE","Kansas City","Missouri",-94.5060184,39.1022066,"Yes"
"1713","K2015-01195","28130011600000000",2016-08-01,6060,"1215","FREMONT","AVE","1215   FREMONT AVE","Kansas City","Missouri",-94.50745257,39.09692066,"Yes"
"1714","K2015-01256","28230011100000000",2016-08-01,8458,"1323","KENSINGTON","AVE","1323   KENSINGTON AVE","Kansas City","Missouri",-94.53039781,39.09604613,"Yes"
"1715","K2015-01257","28230062000000000",2016-08-01,8487,"1412","KENSINGTON","AVE","1412   KENSINGTON AVE","Kansas City","Missouri",-94.53111002,39.09502232,"Yes"
"1716","K2015-01277","28240012800000000",2016-08-01,8928,"1234","TOPPING","AVE","1234   TOPPING AVE","Kansas City","Missouri",-94.51494699,39.09634187,"Yes"
"1717","K2015-01293","28310061300000000",2016-08-01,9823,"3417","6TH","ST","3417  E 6TH ST","Kansas City","Missouri",-94.54092044,39.10479893,"Yes"
"1718","K2015-01299","28310160601000000",2016-08-01,248741,"3423","8TH","ST","3423  E 8TH ST","Kansas City","Missouri",-94.54065948,39.10285302,"Yes"
"1719","K2015-01300","28310160602000000",2016-08-01,248742,"3426","9TH","ST","3426  E 9TH ST","Kansas City","Missouri",-94.54067989,39.10244208,"Yes"
"1720","K2015-01301","28310160603000000",2016-08-01,248744,"3422","9TH","ST","3422  E 9TH ST","Kansas City","Missouri",-94.54085622,39.10244779,"Yes"
"1721","K2015-01302","28310160604000000",2016-08-01,248743,"3419","8TH","ST","3419  E 8TH ST","Kansas City","Missouri",-94.54083579,39.10285881,"Yes"
"1722","K2015-01327","28320303000000000",2016-08-01,10745,"1102","AGNES","AVE","1102   AGNES AVE","Kansas City","Missouri",-94.54732961,39.10030349,"Yes"
"1723","K2015-01332","28340101100000000",2016-08-01,11393,"1327","ASKEW","AVE","1327   ASKEW AVE","Kansas City","Missouri",-94.53968981,39.09608193,"Yes"
"1724","K2015-01338","28410161300000000",2016-08-01,15022,"1921","MONROE","AVE","1921   MONROE AVE","Kansas City","Missouri",-94.53895936,39.08818583,"Yes"
"1725","K2015-01369","28420441900000000",2016-08-01,15747,"3318","23RD","ST","3318  E 23RD ST","Kansas City","Missouri",-94.54386771,39.08460154,"Yes"
"1726","K2015-01411","28430401000000000",2016-08-01,16488,"2625","CHESTNUT","AVE","2625   CHESTNUT AVE","Kansas City","Missouri",-94.54981784,39.07787942,"Yes"
"1727","K2015-01434","28440122100000000",2016-08-01,17125,"3816","25TH","ST","3816  E 25TH ST","Kansas City","Missouri",-94.53767174,39.0804375,"Yes"
"1728","K2015-01448","28440281500000000",2016-08-01,17571,"2641","NORTON","AVE","2641   NORTON AVE","Kansas City","Missouri",-94.53489875,39.0770105,"Yes"
"1729","K2015-01462","28440353500000000",2016-08-01,17475,"2606","BALES","AVE","2606   BALES AVE","Kansas City","Missouri",-94.54238773,39.07820597,"Yes"
"1730","K2015-01487","28520200200000000",2016-08-01,18123,"1901","CHELSEA","AVE","1901   CHELSEA AVE","Kansas City","Missouri",-94.52562714,39.0883611,"Yes"
"1731","K2015-01494","28520220200000000",2016-08-01,18188,"1901","LAWN","AVE","1901   LAWN AVE","Kansas City","Missouri",-94.52775239,39.08842709,"Yes"
"1732","K2015-01498","28520312100000000",2016-08-01,18573,"4512","22ND","ST","4512  E 22ND ST","Kansas City","Missouri",-94.52990586,39.085594,"Yes"
"1733","K2015-01519","28530113400000000",2016-08-01,19335,"2416","KENSINGTON","AVE","2416   KENSINGTON AVE","Kansas City","Missouri",-94.53204937,39.08147331,"Yes"
"1734","K2015-01520","28530120800000000",2016-08-01,19347,"2427","KENSINGTON","AVE","2427   KENSINGTON AVE","Kansas City","Missouri",-94.5314637,39.08117699,"Yes"
"1735","K2015-01533","28530174800000000",2016-08-01,19181,"2460","POPLAR","AVE","2460   POPLAR AVE","Kansas City","Missouri",-94.5259676,39.07993374,"Yes"
"1736","K2015-01548","28530251700000000",2016-08-01,19647,"2645","SPRUCE","AVE","2645   SPRUCE AVE","Kansas City","Missouri",-94.5327862,39.07657798,"Yes"
"1737","K2015-01549","28530252600000000",2016-08-01,19637,"2616","KENSINGTON","AVE","2616   KENSINGTON AVE","Kansas City","Missouri",-94.53224339,39.07757995,"Yes"
"1738","K2013-01551","28530262300000000",2016-08-01,19577,"2646","CYPRESS","AVE","2646   CYPRESS AVE","Kansas City","Missouri",-94.53119052,39.07654827,"Yes"
"1739","K2015-01568","28540071100000000",2016-08-01,20318,"2323","QUINCY","AVE","2323   QUINCY AVE","Kansas City","Missouri",-94.52306692,39.08248792,"Yes"
"1740","K2015-01585","28540156100000000",2016-08-01,20076,"2404","TOPPING","AVE","2404   TOPPING AVE","Kansas City","Missouri",-94.51570869,39.08075854,"Yes"
"1741","K2015-01539","28540092000000000",2016-08-01,20586,"2513","BRIGHTON","AVE","2513   BRIGHTON AVE","Kansas City","Missouri",-94.52439958,39.07915954,"Yes"
"1742","K2015-01593","28540232100000000",2016-08-01,20635,"5418","27TH","ST","5418  E 27TH ST","Kansas City","Missouri",-94.51927656,39.07626156,"Yes"
"1743","K2015-01599","28610051600000000",2016-08-01,20915,"1734","WINCHESTER","AVE","1734   WINCHESTER AVE","Kansas City","Missouri",-94.5015999,39.0886742,"Yes"
"1744","K2015-01603","28610082500000000",2016-08-01,20969,"1706","NEWTON","AVE","1706   NEWTON AVE","Kansas City","Missouri",-94.50495996,39.08958275,"Yes"
"1745","K2015-01606","28610121300000000",2016-08-01,21052,"6904","19TH","ST","6904  E 19TH ST","Kansas City","Missouri",-94.50201562,39.08628469,"Yes"
"1746","K2015-01611","28710020200000000",2016-08-01,21238,"6610","US 40","HWY","6610  E US 40 HWY","Kansas City","Missouri",-94.50094255,39.07035417,"Yes"
"1747","K2015-01619","28810030200000000",2016-08-01,21700,"5201","27TH","ST","5201  E 27TH ST","Kansas City","Missouri",-94.52269934,39.0759131,"Yes"
"1748","K2015-01620","28810030300000000",2016-08-01,21701,"2701","DENVER","AVE","2701   DENVER AVE","Kansas City","Missouri",-94.52280459,39.0759167,"Yes"
"1749","K2015-01639","28810180800000000",2016-08-01,21845,"5219","28TH","TER","5219  E 28TH TER","Kansas City","Missouri",-94.52194335,39.07307196,"Yes"
"1750","K2015-01648","28820042600000000",2016-08-01,22129,"2834","CHELSEA","AVE","2834   CHELSEA AVE","Kansas City","Missouri",-94.52776633,39.07313427,"Yes"
"1751","K2015-01661","28820161202000000",2016-08-01,22130,"2835","CHELSEA","AVE","2835   CHELSEA AVE","Kansas City","Missouri",-94.5271753,39.07300621,"Yes"
"1752","K2015-01664","28820250800000000",2016-08-01,22582,"2935","KENSINGTON","AVE","2935   KENSINGTON AVE","Kansas City","Missouri",-94.53156232,39.07150825,"Yes"
"1753","K2015-01684","28820322600000000",2016-08-01,22744,"3004","POPLAR","AVE","3004   POPLAR AVE","Kansas City","Missouri",-94.52701736,39.07050375,"Yes"
"1754","K2015-01725","28910141100000000",2016-08-01,23586,"2818","MYRTLE","AVE","2818   MYRTLE AVE","Kansas City","Missouri",-94.53682642,39.07409194,"Yes"
"1755","K2015-01768","28930082500000000",2016-08-01,25085,"3222","LINWOOD","BLVD","3222  E LINWOOD BLVD","Kansas City","Missouri",-94.54505043,39.06813137,"Yes"
"1756","K2015-01777","28930192000000000",2016-08-01,25351,"3345","CHESTNUT","AVE","3345   CHESTNUT AVE","Kansas City","Missouri",-94.55047277,39.06462754,"Yes"
"1757","K2015-01832","28940210500000000",2016-08-01,26094,"3505","34TH","ST","3505  E 34TH ST","Kansas City","Missouri",-94.54240641,39.06391366,"Yes"
"1758","K2015-01844","29120150700000000",2016-08-01,11899,"1714","8TH","ST","1714  E 8TH ST","Kansas City","Missouri",-94.560756,39.10392619,"Yes"
"1759","K2015-01891","29610301800000000",2016-08-01,13070,"2112","PARK","AVE","2112   PARK AVE","Kansas City","Missouri",-94.55580698,39.08620038,"Yes"
"1760","K2015-02039","29640032800000000",2016-08-01,221129,"2309","PARK","AVE","2309   PARK AVE","Kansas City","Missouri",-94.55528995,39.08412412,"Yes"
"1761","K2015-02040","29640032900000000",2016-08-01,221130,"2311","PARK","AVE","2311   PARK AVE","Kansas City","Missouri",-94.55529757,39.08397159,"Yes"
"1762","K2015-02048","29640131300000000",2016-08-01,14212,"2457","WABASH","AVE","2457   WABASH AVE","Kansas City","Missouri",-94.55313607,39.08085933,"Yes"
"1763","K2015-02098","29640250800000000",2016-08-01,14688,"2503","PARK","AVE","2503   PARK AVE","Kansas City","Missouri",-94.55551399,39.08065669,"Yes"
"1764","K2015-02099","29640250900000000",2016-08-01,14689,"2505","PARK","AVE","2505   PARK AVE","Kansas City","Missouri",-94.55544596,39.08055166,"Yes"
"1765","K2015-02100","29640251000000000",2016-08-01,14690,"2509","PARK","AVE","2509   PARK AVE","Kansas City","Missouri",-94.55546957,39.08045401,"Yes"
"1766","K2015-02101","29640251100000000",2016-08-01,14691,"2511","PARK","AVE","2511   PARK AVE","Kansas City","Missouri",-94.5554599,39.08038732,"Yes"
"1767","K2015-02116","29710052000000000",2016-08-01,26689,"2736","BROOKLYN","AVE","2736   BROOKLYN AVE","Kansas City","Missouri",-94.55753714,39.07593098,"Yes"
"1768","K2015-02128","29710222700000000",2016-08-01,26713,"3018","BROOKLYN","AVE","3018   BROOKLYN AVE","Kansas City","Missouri",-94.55776554,39.07101915,"Yes"
"1769","K2015-02237","30110151100000000",2016-08-01,133839,"3635","OLIVE","ST","3635   OLIVE ST","Kansas City","Missouri",-94.55531453,39.05989389,"Yes"
"1770","K2015-02328","30130281900000000",2016-08-01,135837,"4245","VIRGINIA","AVE","4245   VIRGINIA AVE","Kansas City","Missouri",-94.56860561,39.04889034,"Yes"
"1771","K2015-02345","30140041400000000",2016-08-01,136403,"3947","BROOKLYN","AVE","3947   BROOKLYN AVE","Kansas City","Missouri",-94.55796105,39.05392271,"Yes"
"1772","K2315-02445","30620193300000000",2016-08-01,137965,"4537","TRACY","AVE","4537   TRACY AVE","Kansas City","Missouri",-94.57008443,39.04388244,"Yes"
"1773","K2015-02447","30620201200000000",2016-08-01,137934,"4521","FOREST","AVE","4521   FOREST AVE","Kansas City","Missouri",-94.57118264,39.04442861,"Yes"
"1774","K2015-02467","30640210400000000",2016-08-01,138938,"2309","49TH","ST","2309  E 49TH ST","Kansas City","Missouri",-94.55747889,39.0372405,"Yes"
"1775","K2015-02473","30640251100000000",2016-08-01,138789,"4935","MICHIGAN","AVE","4935   MICHIGAN AVE","Kansas City","Missouri",-94.56242774,39.03637544,"Yes"
"1776","K2015-02489","30710010200000000",2016-08-01,145342,"5101","WABASH","AVE","5101   WABASH AVE","Kansas City","Missouri",-94.55559235,39.03365805,"Yes"
"1777","K2015-02590","31120152500000000",2016-08-01,32461,"3616","LEEDS","TRFY","3616   LEEDS TRFY","Kansas City","Missouri",-94.51356851,39.05856282,"Yes"
"1778","K2015-02615","31230072300000000",2016-08-01,31627,"3920","SPRUCE","AVE","3920   SPRUCE AVE","Kansas City","Missouri",-94.53438921,39.05378713,"Yes"
"1779","K2015-02652","31310112000000000",2016-08-01,27960,"3638","MONROE","AVE","3638   MONROE AVE","Kansas City","Missouri",-94.54103419,39.05889914,"Yes"
"1780","K2015-02654","31310112800000000",2016-08-01,27793,"3618","MONROE","AVE","3618   MONROE AVE","Kansas City","Missouri",-94.54097507,39.05986028,"Yes"
"1781","K2015-02663","31310210500000000",2016-08-01,28070,"3709","ASKEW","AVE","3709   ASKEW AVE","Kansas City","Missouri",-94.54157504,39.05828341,"Yes"
"1782","K2015-02697","31320152100000000",2016-08-01,28759,"3610","SOUTH BENTON","AVE","3610   SOUTH BENTON AVE","Kansas City","Missouri",-94.55023092,39.05988869,"Yes"
"1783","K2015-02706","31320220300000000",2016-08-01,29213,"3009","37TH","ST","3009  E 37TH ST","Kansas City","Missouri",-94.54830654,39.05864919,"Yes"
"1784","K2015-02709","31320232000000000",2016-08-01,29158,"3745","BELLEFONTAINE","AVE","3745   BELLEFONTAINE AVE","Kansas City","Missouri",-94.5474763,39.05716261,"Yes"
"1785","K2015-02729","31320340100000000",2016-08-01,28700,"3554","MONTGALL","AVE","3554   MONTGALL AVE","Kansas City","Missouri",-94.55248123,39.06081432,"Yes"
"1786","K2015-02739","31330111400000000",2016-08-01,29754,"4025","CHESTNUT","AVE","4025   CHESTNUT AVE","Kansas City","Missouri",-94.55110785,39.05214581,"Yes"
"1787","K2015-02756","31330212000000000",2016-08-01,30016,"4144","CHESTNUT","AVE","4144   CHESTNUT AVE","Kansas City","Missouri",-94.55189528,39.05019647,"Yes"
"1788","K2015-02773","31340021600000000",2016-08-01,30378,"3937","MYRTLE","AVE","3937   MYRTLE AVE","Kansas City","Missouri",-94.53721015,39.05353893,"Yes"
"1789","K2015-02784","31340093300000000",2016-08-01,30600,"4041","INDIANA","AVE","4041   INDIANA AVE","Kansas City","Missouri",-94.54420083,39.05170216,"Yes"
"1790","K2015-02809","31410161700000000",2016-08-01,33815,"4436","JACKSON","AVE","4436   JACKSON AVE","Kansas City","Missouri",-94.53604956,39.04433089,"Yes"
"1791","K2015-02835","31420110900000000",2016-08-01,34678,"4439","CHESTNUT","AVE","4439   CHESTNUT AVE","Kansas City","Missouri",-94.55149551,39.04510806,"Yes"
"1792","K2015-02851","31430123800000000",2016-08-01,246259,"4925","MONTGALL","AVE","4925   MONTGALL AVE","Kansas City","Missouri",-94.55308021,39.0363431,"Yes"
"1793","K2015-02866","31430142600000000",2016-08-01,35073,"4934","AGNES","AVE","4934   AGNES AVE","Kansas City","Missouri",-94.55031897,39.0360207,"Yes"
"1794","K2015-02867","31430152300000000",2016-08-01,35276,"4930","BELLEFONTAINE","AVE","4930   BELLEFONTAINE AVE","Kansas City","Missouri",-94.54915792,39.03597395,"Yes"
"1795","K2015-02879","31430253500000000",2016-08-01,246269,"5008","CHESTNUT","AVE","5008   CHESTNUT AVE","Kansas City","Missouri",-94.55265937,39.03498675,"Yes"
"1796","K2015-02893","31520180900000000",2016-08-01,33100,"4514","CYPRESS","AVE","4514   CYPRESS AVE","Kansas City","Missouri",-94.53261532,39.04346015,"Yes"
"1797","K2015-02908","31520220300000000",2016-08-01,33332,"4509","CHELSEA","AVE","4509   CHELSEA AVE","Kansas City","Missouri",-94.52740314,39.04332102,"Yes"
"1798","K2015-02926","31720081300000000",2016-08-01,54521,"5302","BENNINGTON","AVE","5302   BENNINGTON AVE","Kansas City","Missouri",-94.50947298,39.02644394,"Yes"
"1799","K2015-03010","31940161700000000",2016-08-01,37145,"3409","58TH","TER","3409  E 58TH TER","Kansas City","Missouri",-94.54587147,39.01977392,"Yes"
"1800","K2015-03128","46330191400000000",2016-08-01,1846,"6664","COLLEGE","AVE","6664   COLLEGE AVE","Kansas City","Missouri",-94.5487295,39.00508728,"Yes"
"1801","K2015-03129","46330201600000000",2016-08-01,1818,"3118","67TH","ST","3118  E 67TH ST","Kansas City","Missouri",-94.54976508,39.00520258,"Yes"
"1802","K2015-03148","46410140800000000",2016-08-01,2093,"3807","68TH","ST","3807  E 68TH ST","Kansas City","Missouri",-94.54212448,39.0025656,"Yes"
"1803","K2015-03150","46410150500000000",2016-08-01,2148,"3825","68TH","TER","3825  E 68TH TER","Kansas City","Missouri",-94.54117815,39.00162297,"Yes"
"1804","K2015-03161","46410292100000000",2016-08-01,2568,"4028","70TH","ST","4028  E 70TH ST","Kansas City","Missouri",-94.53949425,38.99947165,"Yes"
"1805","K2015-03172","46420050700000000",2016-08-01,2870,"6719","SOUTH BENTON","AVE","6719   SOUTH BENTON AVE","Kansas City","Missouri",-94.55274904,39.00444563,"Yes"
"1806","K2015-03201","46430031700000000",2016-08-01,3471,"3112","72ND","ST","3112  E 72ND ST","Kansas City","Missouri",-94.55042434,38.99617269,"Yes"
"1807","K2015-03209","46430152700000000",2016-08-01,3341,"7224","COLLEGE","AVE","7224   COLLEGE AVE","Kansas City","Missouri",-94.54923031,38.99492666,"Yes"
"1808","K2015-03211","46430153300000000",2016-08-01,3343,"7220","COLLEGE","AVE","7220   COLLEGE AVE","Kansas City","Missouri",-94.54921319,38.99514217,"Yes"
"1809","K2015-03249","46930050800000000",2016-08-01,4901,"7931","SOUTH BENTON","AVE","7931   SOUTH BENTON AVE","Kansas City","Missouri",-94.55388937,38.98213552,"Yes"
"1810","K2015-03259","47110011000000000",2016-08-01,104437,"5923","WABASH","AVE","5923   WABASH AVE","Kansas City","Missouri",-94.55663111,39.01840576,"Yes"
"1811","K2015-03365","47710102100000000",2016-08-01,115764,"1857","77TH","ST","1857  E 77TH ST","Kansas City","Missouri",-94.56313632,38.98657738,"Yes"
"1812","K2015-03405","47740240700000000",2016-08-01,117240,"1815","82ND","ST","1815  E 82ND ST","Kansas City","Missouri",-94.5661489,38.97826032,"Yes"
"1813","K2015-03424","48110022500000000",2016-08-01,121999,"8305","OLIVE","ST","8305   OLIVE ST","Kansas City","Missouri",-94.55998932,38.97603922,"Yes"
"1814","K2015-03451","48130061800000000",2016-08-01,150817,"1605","89TH","TER","1605  E 89TH TER","Kansas City","Missouri",-94.56955942,38.96452602,"Yes"
"1815","K2015-03453","48210113200000000",2016-08-01,149424,"8558","HARRISON","ST","8558   HARRISON ST","Kansas City","Missouri",-94.57801038,38.97215255,"Yes"
"1816","K2015-03467","48520110901000000",2016-08-01,223307,"9216","WALNUT","ST","9216   WALNUT ST","Kansas City","Missouri",-94.59022024,38.96109021,"Yes"
"1817","K2015-03482","49310140300000000",2016-08-01,55473,"8351","INDIANA","AVE","8351   INDIANA AVE","Kansas City","Missouri",-94.54821187,38.97417142,"Yes"
"1818","K2012-02961","31820192500000000",2016-08-01,37865,"5426","KENSINGTON","AVE","5426   KENSINGTON AVE","Kansas City","Missouri",-94.53467479,39.02656473,"Yes"
"1819","K2014-01042","13730122800000000",2016-08-01,46238,"424","WHEELING","AVE","424   WHEELING AVE","Kansas City","Missouri",-94.51095452,39.10788827,"Yes"
"1820","K2014-01317","28240233200000000",2016-08-01,9421,"5412","17TH","ST","5412  E 17TH ST","Kansas City","Missouri",-94.51841314,39.09080085,"Yes"
"1821","K2014-02331","30630241300000000",2016-08-01,138354,"1525","50TH","ST","1525  E 50TH ST","Kansas City","Missouri",-94.56584317,39.03574989,"Yes"
"1822","K2011-01016","13430208403000000",2012-08-01,227981,"834","MONTGALL","AVE","834  N MONTGALL AVE","Kansas City","Missouri",-94.54933594,39.1237579,"Yes"
"1823","K2011-01029","13730051500000000",2012-08-01,46029,"125","TOPPING","AVE","125   TOPPING AVE","Kansas City","Missouri",-94.51382925,39.11122309,"Yes"
"1824","K2011-01030","13730062202000000",2012-08-01,252578,"314","BELLAIRE","AVE","314   BELLAIRE AVE","Kansas City","Missouri",-94.51353612,39.1098921,"Yes"
"1825","K2011-01065","13830231600000000",2012-08-01,44423,"433","SPRUCE","AVE","433   SPRUCE AVE","Kansas City","Missouri",-94.53143963,39.10784247,"Yes"
"1826","K2011-01079","13840170300000000",2012-08-01,45214,"5407","SMART","AVE","5407   SMART AVE","Kansas City","Missouri",-94.51853113,39.10861375,"Yes"
"1827","K2011-01080","13840173100000000",2012-08-01,45434,"418","DRURY","AVE","418   DRURY AVE","Kansas City","Missouri",-94.51810449,39.10813723,"Yes"
"1828","K2011-01105","13930264500000000",2012-08-01,41143,"2624","AMIE","CT","2624   AMIE CT","Kansas City","Missouri",-94.54995502,39.10864963,"Yes"
"1829","K2011-01106","13930264600000000",2012-08-01,41144,"2626","AMIE","CT","2626   AMIE CT","Kansas City","Missouri",-94.54995623,39.10862631,"Yes"
"1830","K2011-01107","13930264700000000",2012-08-01,41145,"2628","AMIE","CT","2628   AMIE CT","Kansas City","Missouri",-94.54995754,39.10860094,"Yes"
"1831","K2011-01119","13940080200000000",2012-08-01,41404,"4109","MORRELL","AVE","4109   MORRELL AVE","Kansas City","Missouri",-94.53340919,39.11177202,"Yes"
"1832","K2011-01146","14940210200000000",2012-08-01,46983,"8623","SMART","AVE","8623   SMART AVE","Kansas City","Missouri",-94.4805884,39.10623463,"Yes"
"1833","K2011-01147","14940210400000000",2012-08-01,46981,"8619","SMART","AVE","8619   SMART AVE","Kansas City","Missouri",-94.4808217,39.10619188,"Yes"
"1834","K2011-01167","27310045500000000",2012-08-01,47076,"706","DITMAN","AVE","706   DITMAN AVE","Kansas City","Missouri",-94.48142721,39.10160092,"Yes"
"1835","K2011-01170","27410142600000000",2012-08-01,46551,"2036","ASHLAND","CT","2036   ASHLAND CT","Kansas City","Missouri",-94.48722096,39.0852447,"Yes"
"1836","K2011-01184","28110117600000000",2012-08-01,5101,"702","CAMBRIDGE","AVE","702   CAMBRIDGE AVE","Kansas City","Missouri",-94.50203436,39.10317528,"Yes"
"1837","K2011-01199","28120221200000000",2012-08-01,5584,"6006","9TH","ST","6006  E 9TH ST","Kansas City","Missouri",-94.51093148,39.10142412,"Yes"
"1838","K2011-01209","28120361900000000",2012-08-01,5931,"1133","FULLER","AVE","1133   FULLER AVE","Kansas City","Missouri",-94.50621526,39.09775278,"Yes"
"1839","K2011-01212","28120382600000000",2012-08-01,6042,"6244","12TH","ST","6244  E 12TH ST","Kansas City","Missouri",-94.507823,39.09771978,"Yes"
"1840","K2011-01215","28130010600000000",2012-08-01,6050,"6505","12TH","ST","6505  E 12TH ST","Kansas City","Missouri",-94.50609747,39.0971156,"Yes"
